listing_id,title,description,price,bedrooms,bathrooms,property_type,address,city,latitude,longitude,posting_date,furnished,lease_term,deposit_amount,payment_method_text,contact_type
174,Beautiful Apartment for Rent,Ideal for students and professionals.,2974,0,1,house,170 Main St,Toronto,43.779226,-79.579525,2025-08-31,0,month-to-month,500,e-transfer,owner
175,Beautiful Apartment for Rent,Ideal for students and professionals.,2464,4,1,apartment,722 Main St,Toronto,43.786867,-79.346338,2025-10-12,1,6 months,0,e-transfer,owner
176,Affordable Room,"Recently renovated, quiet neighborhood.",1524,4,2,basement,940 Main St,Toronto,43.746278,-79.251467,2025-11-25,1,month-to-month,0,cash,agent
177,Affordable Room,Ideal for students and professionals.,3497,2,2,basement,236 Main St,Toronto,43.786448,-79.319867,2025-12-12,1,month-to-month,0,cash,owner
178,Spacious Basement Unit,Ideal for students and professionals.,2459,1,1,house,965 Main St,Toronto,43.621469,-79.426856,2026-01-29,1,month-to-month,500,cash,agent
179,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3103,3,1,apartment,485 Main St,Toronto,43.76059,-79.497997,2026-01-22,0,1 year,1000,gift card,owner
180,Spacious Basement Unit,Ideal for students and professionals.,1439,3,3,house,596 Main St,Toronto,43.769164,-79.372944,2025-08-30,1,6 months,0,gift card,owner
181,Affordable Room,Near subway and shopping.,1456,1,2,house,732 Main St,Toronto,43.736377,-79.370173,2026-01-27,0,1 year,1500,gift card,agent
182,Affordable Room,"Recently renovated, quiet neighborhood.",2159,2,1,basement,239 Main St,Toronto,43.747062,-79.277819,2025-10-30,1,month-to-month,500,e-transfer,agent
183,Downtown Condo,"Recently renovated, quiet neighborhood.",1312,2,2,basement,850 Main St,Toronto,43.660111,-79.283448,2025-12-29,1,1 year,0,e-transfer,agent
184,Beautiful Apartment for Rent,Near subway and shopping.,919,4,2,house,935 Main St,Toronto,43.705906,-79.390713,2025-12-16,1,1 year,0,e-transfer,agent
185,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2124,0,1,basement,834 Main St,Toronto,43.675668,-79.583094,2025-08-31,1,month-to-month,500,e-transfer,agent
186,Beautiful Apartment for Rent,Near subway and shopping.,1492,3,3,basement,949 Main St,Toronto,43.786678,-79.413309,2025-08-18,1,6 months,0,cash,agent
187,Beautiful Apartment for Rent,Near subway and shopping.,1043,2,2,basement,990 Main St,Toronto,43.799664,-79.206083,2025-10-28,0,1 year,1500,wire,owner
188,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1176,0,3,apartment,450 Main St,Toronto,43.679268,-79.329204,2025-09-18,1,1 year,500,e-transfer,owner
189,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2067,0,3,basement,756 Main St,Toronto,43.777965,-79.461569,2025-09-03,1,1 year,1000,wire,owner
190,Affordable Room,Near subway and shopping.,1926,2,1,house,102 Main St,Toronto,43.776715,-79.253176,2025-08-20,1,6 months,1500,gift card,agent
191,Spacious Basement Unit,Near subway and shopping.,2748,0,1,apartment,813 Main St,Toronto,43.782028,-79.458345,2025-08-18,1,1 year,1500,gift card,agent
192,Downtown Condo,Near subway and shopping.,913,4,3,house,760 Main St,Toronto,43.722192,-79.296804,2026-01-12,0,6 months,1500,wire,owner
193,Beautiful Apartment for Rent,Near subway and shopping.,3110,2,3,basement,610 Main St,Toronto,43.788733,-79.431494,2025-09-20,1,1 year,0,wire,owner
194,Beautiful Apartment for Rent,Ideal for students and professionals.,1861,3,2,house,148 Main St,Toronto,43.747415,-79.214444,2025-10-29,1,1 year,1000,gift card,agent
195,Beautiful Apartment for Rent,Near subway and shopping.,2797,0,2,house,531 Main St,Toronto,43.732357,-79.323184,2025-11-25,1,month-to-month,1000,wire,agent
196,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3122,2,3,apartment,487 Main St,Toronto,43.638387,-79.233893,2025-08-17,1,6 months,1000,e-transfer,agent
197,Spacious Basement Unit,Near subway and shopping.,2136,4,1,basement,159 Main St,Toronto,43.729201,-79.216014,2026-01-17,0,1 year,500,wire,agent
198,Affordable Room,Bright unit close to transit.,3471,2,3,basement,744 Main St,Toronto,43.768798,-79.261659,2025-10-16,1,1 year,500,gift card,agent
199,Downtown Condo,Ideal for students and professionals.,1676,4,3,house,202 Main St,Toronto,43.637088,-79.511613,2025-08-22,1,6 months,500,wire,agent
200,Affordable Room,Bright unit close to transit.,2270,0,2,basement,320 Main St,Toronto,43.657242,-79.500899,2025-09-02,1,month-to-month,1500,e-transfer,owner
201,Downtown Condo,"Recently renovated, quiet neighborhood.",3121,3,3,basement,770 Main St,Toronto,43.640461,-79.519256,2025-10-17,1,month-to-month,500,e-transfer,owner
202,Beautiful Apartment for Rent,Near subway and shopping.,2773,4,2,house,517 Main St,Toronto,43.710768,-79.246321,2025-11-19,0,1 year,0,e-transfer,owner
203,Affordable Room,Near subway and shopping.,3113,3,3,basement,214 Main St,Toronto,43.796353,-79.309663,2025-11-06,1,1 year,1000,gift card,owner
204,Beautiful Apartment for Rent,Near subway and shopping.,1394,1,2,apartment,88 Main St,Toronto,43.708615,-79.346375,2026-01-29,0,6 months,1500,wire,owner
205,Affordable Room,"Recently renovated, quiet neighborhood.",3475,0,3,house,515 Main St,Toronto,43.657304,-79.495297,2025-09-17,0,1 year,1000,e-transfer,owner
206,Affordable Room,Near subway and shopping.,1584,4,2,apartment,607 Main St,Toronto,43.732911,-79.313089,2025-08-05,1,6 months,1000,gift card,agent
207,Spacious Basement Unit,Near subway and shopping.,1902,3,2,house,182 Main St,Toronto,43.708203,-79.43051,2025-10-14,0,6 months,0,e-transfer,agent
208,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",877,2,2,apartment,85 Main St,Toronto,43.646284,-79.317352,2025-11-16,0,6 months,1000,cash,owner
209,Affordable Room,Bright unit close to transit.,866,1,3,house,100 Main St,Toronto,43.780937,-79.359114,2025-08-16,1,6 months,0,cash,owner
210,Affordable Room,"Recently renovated, quiet neighborhood.",2552,4,3,house,596 Main St,Toronto,43.744613,-79.231966,2026-01-03,0,month-to-month,0,cash,agent
211,Downtown Condo,"Recently renovated, quiet neighborhood.",2491,3,1,basement,691 Main St,Toronto,43.756681,-79.555558,2025-09-22,1,6 months,0,wire,agent
212,Affordable Room,"Recently renovated, quiet neighborhood.",874,2,3,apartment,125 Main St,Toronto,43.727341,-79.425787,2025-09-19,1,6 months,1000,wire,owner
213,Spacious Basement Unit,Bright unit close to transit.,1285,0,2,house,275 Main St,Toronto,43.616656,-79.547354,2025-10-28,1,month-to-month,0,cash,owner
214,Affordable Room,"Recently renovated, quiet neighborhood.",3166,3,3,house,333 Main St,Toronto,43.748926,-79.25086,2025-08-08,1,1 year,500,cash,owner
215,Affordable Room,"Recently renovated, quiet neighborhood.",1975,1,3,house,120 Main St,Toronto,43.675703,-79.210003,2025-10-15,0,6 months,1000,cash,agent
216,Spacious Basement Unit,Ideal for students and professionals.,1801,3,3,apartment,192 Main St,Toronto,43.77344,-79.573339,2025-12-14,1,1 year,500,e-transfer,owner
217,Affordable Room,Ideal for students and professionals.,1412,2,1,basement,984 Main St,Toronto,43.70206,-79.396918,2025-08-22,0,6 months,1000,cash,owner
218,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3077,4,3,apartment,947 Main St,Toronto,43.720226,-79.501709,2025-08-26,1,1 year,500,wire,agent
219,Beautiful Apartment for Rent,Bright unit close to transit.,3328,2,2,apartment,309 Main St,Toronto,43.656167,-79.376479,2025-10-21,0,6 months,500,e-transfer,agent
220,Spacious Basement Unit,Ideal for students and professionals.,3417,2,3,basement,584 Main St,Toronto,43.650668,-79.316041,2025-12-26,1,1 year,500,cash,agent
221,Spacious Basement Unit,Ideal for students and professionals.,2743,1,2,basement,271 Main St,Toronto,43.756503,-79.374655,2025-09-10,0,month-to-month,0,gift card,owner
222,Spacious Basement Unit,Near subway and shopping.,3048,0,2,apartment,452 Main St,Toronto,43.702403,-79.417143,2025-10-26,0,month-to-month,0,e-transfer,agent
223,Affordable Room,Ideal for students and professionals.,814,4,3,apartment,375 Main St,Toronto,43.703291,-79.530611,2025-08-08,0,1 year,500,gift card,agent
224,Beautiful Apartment for Rent,Near subway and shopping.,1787,4,2,basement,607 Main St,Toronto,43.639917,-79.318351,2025-08-20,0,6 months,1000,e-transfer,agent
225,Affordable Room,Near subway and shopping.,1343,2,1,basement,765 Main St,Toronto,43.607306,-79.260076,2025-12-30,1,month-to-month,1500,gift card,owner
226,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2870,2,2,house,950 Main St,Toronto,43.794375,-79.36262,2026-01-02,0,month-to-month,1000,wire,agent
227,Affordable Room,Bright unit close to transit.,2520,4,1,basement,656 Main St,Toronto,43.64349,-79.389997,2026-01-12,1,1 year,0,e-transfer,owner
228,Downtown Condo,Near subway and shopping.,1250,0,3,basement,670 Main St,Toronto,43.627636,-79.529952,2025-09-02,0,month-to-month,1000,wire,owner
229,Affordable Room,Near subway and shopping.,3272,0,1,house,772 Main St,Toronto,43.796454,-79.394657,2026-01-24,1,1 year,1500,wire,owner
230,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1122,2,2,basement,800 Main St,Toronto,43.685254,-79.222752,2025-11-08,0,month-to-month,1500,gift card,owner
231,Beautiful Apartment for Rent,Ideal for students and professionals.,1536,0,3,basement,182 Main St,Toronto,43.788266,-79.446986,2025-12-29,0,month-to-month,500,cash,owner
232,Downtown Condo,"Recently renovated, quiet neighborhood.",1974,3,1,basement,452 Main St,Toronto,43.741032,-79.305865,2025-08-03,1,month-to-month,500,cash,agent
233,Affordable Room,Bright unit close to transit.,3486,4,2,apartment,859 Main St,Toronto,43.686482,-79.301177,2025-09-18,0,month-to-month,1500,cash,agent
234,Beautiful Apartment for Rent,Ideal for students and professionals.,1133,2,2,basement,707 Main St,Toronto,43.709359,-79.531234,2025-12-02,0,6 months,500,gift card,agent
235,Downtown Condo,Bright unit close to transit.,1415,2,2,basement,991 Main St,Toronto,43.622876,-79.529149,2026-01-03,0,6 months,0,wire,agent
236,Downtown Condo,Ideal for students and professionals.,2365,4,2,house,532 Main St,Toronto,43.719478,-79.457172,2026-01-24,1,6 months,0,wire,owner
237,Spacious Basement Unit,Near subway and shopping.,2160,0,1,basement,777 Main St,Toronto,43.714515,-79.25976,2025-11-30,0,6 months,1500,e-transfer,agent
238,Downtown Condo,Near subway and shopping.,1365,4,3,apartment,499 Main St,Toronto,43.64226,-79.438697,2025-12-09,0,6 months,500,gift card,agent
239,Downtown Condo,"Recently renovated, quiet neighborhood.",893,0,3,house,300 Main St,Toronto,43.706962,-79.594739,2025-10-19,1,month-to-month,1500,wire,owner
240,Downtown Condo,Near subway and shopping.,1445,0,2,apartment,924 Main St,Toronto,43.665975,-79.54647,2026-01-23,1,6 months,1000,e-transfer,agent
241,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2704,0,2,house,351 Main St,Toronto,43.68271,-79.261086,2025-12-08,1,6 months,1000,e-transfer,owner
242,Beautiful Apartment for Rent,Ideal for students and professionals.,1075,1,3,house,887 Main St,Toronto,43.618441,-79.393623,2025-12-26,0,1 year,0,gift card,owner
243,Affordable Room,Bright unit close to transit.,1302,3,1,house,765 Main St,Toronto,43.719435,-79.578403,2025-12-06,1,6 months,1500,cash,agent
244,Downtown Condo,"Recently renovated, quiet neighborhood.",1381,2,3,house,501 Main St,Toronto,43.668293,-79.3442,2025-10-14,1,month-to-month,1000,gift card,owner
245,Affordable Room,"Recently renovated, quiet neighborhood.",2963,3,1,apartment,415 Main St,Toronto,43.708828,-79.429387,2025-09-07,0,6 months,0,cash,agent
246,Downtown Condo,Near subway and shopping.,2016,2,1,apartment,542 Main St,Toronto,43.675598,-79.202349,2025-08-19,0,1 year,0,wire,agent
247,Downtown Condo,Near subway and shopping.,1740,2,3,basement,131 Main St,Toronto,43.635108,-79.512076,2025-08-14,0,month-to-month,1500,cash,owner
248,Affordable Room,"Recently renovated, quiet neighborhood.",2802,4,2,house,555 Main St,Toronto,43.770706,-79.310067,2025-08-29,0,month-to-month,0,e-transfer,owner
249,Affordable Room,Near subway and shopping.,2558,4,3,house,935 Main St,Toronto,43.642345,-79.310939,2026-01-03,0,1 year,1000,cash,owner
250,Spacious Basement Unit,Bright unit close to transit.,2475,1,2,apartment,21 Main St,Toronto,43.628229,-79.236162,2025-12-28,0,6 months,1000,wire,agent
251,Affordable Room,Ideal for students and professionals.,1585,3,3,house,823 Main St,Toronto,43.607253,-79.554333,2025-10-22,1,month-to-month,1000,e-transfer,owner
252,Downtown Condo,Bright unit close to transit.,2525,0,2,apartment,807 Main St,Toronto,43.766558,-79.332284,2025-10-12,0,6 months,1500,gift card,agent
253,Downtown Condo,Ideal for students and professionals.,1965,2,1,basement,856 Main St,Toronto,43.715983,-79.459256,2025-11-28,1,1 year,0,wire,owner
254,Affordable Room,"Recently renovated, quiet neighborhood.",2291,4,2,apartment,942 Main St,Toronto,43.611812,-79.447848,2025-12-24,1,month-to-month,1000,cash,agent
255,Downtown Condo,Ideal for students and professionals.,2399,3,1,basement,406 Main St,Toronto,43.643467,-79.496846,2025-11-22,0,6 months,1000,wire,owner
256,Downtown Condo,"Recently renovated, quiet neighborhood.",1079,4,2,house,754 Main St,Toronto,43.604379,-79.334261,2025-09-26,1,1 year,1500,gift card,owner
257,Affordable Room,Ideal for students and professionals.,1939,0,3,house,786 Main St,Toronto,43.682607,-79.437827,2025-09-25,0,month-to-month,500,e-transfer,agent
258,Affordable Room,Near subway and shopping.,1145,3,1,apartment,408 Main St,Toronto,43.688876,-79.554789,2025-10-14,1,month-to-month,1500,gift card,owner
259,Spacious Basement Unit,Bright unit close to transit.,2732,3,2,house,617 Main St,Toronto,43.656898,-79.510422,2025-12-14,0,6 months,0,gift card,owner
260,Beautiful Apartment for Rent,Ideal for students and professionals.,977,0,3,house,837 Main St,Toronto,43.709899,-79.203323,2026-01-21,0,month-to-month,1500,wire,owner
261,Affordable Room,"Recently renovated, quiet neighborhood.",1366,2,1,basement,913 Main St,Toronto,43.601596,-79.259072,2025-12-14,1,month-to-month,1000,cash,agent
262,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",3302,1,1,house,871 Main St,Toronto,43.665581,-79.247273,2025-08-25,0,month-to-month,1500,wire,owner
263,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1614,2,3,house,316 Main St,Toronto,43.715514,-79.22001,2025-11-01,1,6 months,1000,wire,owner
264,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2809,2,3,apartment,506 Main St,Toronto,43.735766,-79.546918,2025-09-22,0,6 months,500,wire,owner
265,Downtown Condo,Bright unit close to transit.,3013,1,1,house,542 Main St,Toronto,43.775577,-79.557076,2025-12-31,0,6 months,0,cash,owner
266,Downtown Condo,Ideal for students and professionals.,1739,0,1,house,478 Main St,Toronto,43.605829,-79.239656,2025-08-13,1,1 year,1500,wire,agent
267,Downtown Condo,Ideal for students and professionals.,3177,1,1,apartment,694 Main St,Toronto,43.679892,-79.247593,2025-08-10,0,1 year,1000,gift card,agent
268,Spacious Basement Unit,Ideal for students and professionals.,2290,3,2,house,629 Main St,Toronto,43.755095,-79.543143,2025-10-18,0,1 year,0,cash,owner
269,Affordable Room,Ideal for students and professionals.,1137,0,2,basement,890 Main St,Toronto,43.621462,-79.427603,2025-12-16,0,month-to-month,0,cash,owner
270,Affordable Room,Ideal for students and professionals.,1540,4,1,basement,860 Main St,Toronto,43.613714,-79.579694,2025-12-12,1,6 months,1000,cash,owner
271,Beautiful Apartment for Rent,Bright unit close to transit.,1787,2,2,basement,80 Main St,Toronto,43.743617,-79.419912,2025-10-01,0,6 months,1500,gift card,owner
272,Downtown Condo,Bright unit close to transit.,2117,4,2,basement,826 Main St,Toronto,43.638093,-79.267973,2025-09-08,1,6 months,0,wire,owner
273,Downtown Condo,Near subway and shopping.,3294,4,3,apartment,400 Main St,Toronto,43.669425,-79.462746,2025-08-15,1,1 year,1500,gift card,owner
274,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3029,0,1,apartment,244 Main St,Toronto,43.751185,-79.369587,2025-09-07,0,month-to-month,500,wire,agent
275,Downtown Condo,Bright unit close to transit.,2686,3,1,basement,283 Main St,Toronto,43.789056,-79.519426,2025-12-28,1,month-to-month,0,gift card,agent
276,Downtown Condo,Ideal for students and professionals.,2682,2,2,house,342 Main St,Toronto,43.789099,-79.247853,2025-09-06,0,month-to-month,1500,cash,agent
277,Beautiful Apartment for Rent,Near subway and shopping.,1838,3,1,basement,905 Main St,Toronto,43.710208,-79.525959,2025-10-20,0,month-to-month,1500,gift card,owner
278,Downtown Condo,Bright unit close to transit.,1950,1,3,house,322 Main St,Toronto,43.747934,-79.21293,2025-10-04,1,1 year,1000,wire,owner
279,Spacious Basement Unit,Near subway and shopping.,3275,1,1,house,621 Main St,Toronto,43.703376,-79.378749,2025-09-24,1,1 year,500,cash,owner
280,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2375,4,3,house,519 Main St,Toronto,43.653497,-79.327321,2025-08-02,1,6 months,1000,wire,owner
281,Affordable Room,Ideal for students and professionals.,2120,1,1,house,479 Main St,Toronto,43.797278,-79.520689,2026-01-21,0,1 year,1500,wire,owner
282,Spacious Basement Unit,Ideal for students and professionals.,2064,3,3,house,802 Main St,Toronto,43.660925,-79.324742,2026-01-15,1,month-to-month,0,gift card,agent
283,Spacious Basement Unit,Near subway and shopping.,3247,4,1,apartment,597 Main St,Toronto,43.780033,-79.575649,2025-10-14,0,month-to-month,1500,e-transfer,owner
284,Downtown Condo,"Recently renovated, quiet neighborhood.",2406,3,3,basement,946 Main St,Toronto,43.79571,-79.543373,2025-08-24,0,6 months,0,e-transfer,agent
285,Spacious Basement Unit,Bright unit close to transit.,1546,1,3,house,409 Main St,Toronto,43.622897,-79.247593,2026-01-02,0,6 months,0,wire,owner
286,Beautiful Apartment for Rent,Bright unit close to transit.,2657,1,3,apartment,611 Main St,Toronto,43.721437,-79.389759,2025-09-04,0,month-to-month,500,gift card,owner
