id,label,scam_type,message
574,scam,gift_card_payment,Steam gift card for deposit.
575,scam,broken_english,Good chance for you.
576,scam,broken_english,You send money and get key later.
577,scam,urgency_pressure,First come first serve.
578,scam,deposit_request,Pay holding fee immediately.
579,scam,urgency_pressure,Last chance to secure.
580,scam,gift_card_payment,Amazon gift card accepted.
581,scam,personal_info_harvest,Submit personal info now.
582,scam,deposit_request,Send first and last month now to lock it.
583,scam,broken_english,Good chance for you.
584,scam,deposit_request,Send first and last month now to lock it.
585,scam,urgency_pressure,This will be gone today.
586,scam,personal_info_harvest,Send copy of ID and SIN.
587,scam,gift_card_payment,Send prepaid card numbers.
588,scam,broken_english,Apartment very good and cheap.
589,scam,fake_company,Corporate leasing office.
590,scam,urgency_pressure,First come first serve.
591,scam,gift_card_payment,Payment via gift cards only.
592,scam,gift_card_payment,Steam gift card for deposit.
593,scam,no_viewing,"Viewing is not necessary, unit is ready."
594,scam,wire_transfer,Wire transfer preferred.
595,scam,unrealistic_price,Cheap rent because I want quick tenant.
596,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
597,scam,wire_transfer,Crypto payment accepted.
598,scam,no_viewing,"No need to see the place, pictures are enough."
599,scam,deposit_request,Please send the deposit today to secure the apartment.
600,scam,deposit_request,Send first and last month now to lock it.
601,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
602,scam,wire_transfer,Crypto payment accepted.
603,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
604,scam,wire_transfer,International transfer accepted.
605,scam,wire_transfer,Wire transfer preferred.
606,scam,urgency_pressure,This will be gone today.
607,scam,broken_english,I owner of apartment and want rent fast.
608,scam,no_viewing,Viewing is not possible at this time.
609,scam,deposit_request,Deposit required before any viewing.
610,scam,broken_english,You trust me.
611,scam,unrealistic_price,Luxury condo downtown for $700/month.
612,scam,wire_transfer,International transfer accepted.
613,scam,deposit_request,Deposit required before any viewing.
614,scam,urgency_pressure,This will be gone today.
615,scam,urgency_pressure,This will be gone today.
616,scam,unrealistic_price,Cheap rent because I want quick tenant.
617,scam,personal_info_harvest,Send copy of ID and SIN.
618,scam,fake_company,Our company handles everything remotely.
619,scam,gift_card_payment,Amazon gift card accepted.
620,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
621,scam,broken_english,Apartment very good and cheap.
622,scam,personal_info_harvest,Send copy of ID and SIN.
623,scam,personal_info_harvest,Provide passport and banking info.
624,scam,wire_transfer,Send money by MoneyGram.
625,scam,urgency_pressure,First come first serve.
626,scam,no_viewing,"Viewing is not necessary, unit is ready."
627,scam,urgency_pressure,Only serious renters reply.
628,scam,personal_info_harvest,Provide passport and banking info.
629,scam,no_viewing,"Viewing is not necessary, unit is ready."
630,scam,urgency_pressure,"Many people interested, act fast."
631,scam,no_viewing,Viewing is not possible at this time.
632,scam,wire_transfer,Pay by Western Union.
633,scam,fake_company,We represent the landlord.
634,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
635,scam,broken_english,I owner of apartment and want rent fast.
636,scam,fake_company,Third-party escrow company involved.
637,scam,broken_english,Apartment very good and cheap.
638,scam,no_viewing,"Trust the photos, no tour required."
639,scam,broken_english,I owner of apartment and want rent fast.
640,scam,deposit_request,Send first and last month now to lock it.
641,scam,fake_company,Corporate leasing office.
642,scam,wire_transfer,Pay by Western Union.
643,scam,urgency_pressure,Last chance to secure.
644,scam,unrealistic_price,Luxury condo downtown for $700/month.
645,scam,personal_info_harvest,Submit personal info now.
646,scam,personal_info_harvest,Send copy of ID and SIN.
647,scam,gift_card_payment,Payment via gift cards only.
648,scam,fake_company,Third-party escrow company involved.
649,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
650,scam,no_viewing,"Viewing is not necessary, unit is ready."
651,scam,deposit_request,Unit will be held only after deposit is received.
652,scam,broken_english,Good chance for you.
653,scam,fake_company,Third-party escrow company involved.
654,scam,broken_english,I owner of apartment and want rent fast.
655,scam,deposit_request,Unit will be held only after deposit is received.
656,scam,deposit_request,Pay holding fee immediately.
657,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
658,scam,no_viewing,Viewing is not possible at this time.
659,scam,fake_company,We are certified rental agents.
660,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
661,scam,broken_english,Apartment very good and cheap.
662,scam,gift_card_payment,Payment via gift cards only.
663,scam,personal_info_harvest,Need your full details before viewing.
664,scam,fake_company,Corporate leasing office.
665,scam,no_viewing,Viewing is not possible at this time.
666,scam,no_viewing,"Trust the photos, no tour required."
667,scam,wire_transfer,Wire transfer preferred.
668,scam,personal_info_harvest,Send photo of your driver license.
669,scam,broken_english,Apartment very good and cheap.
670,scam,wire_transfer,International transfer accepted.
671,scam,deposit_request,Send first and last month now to lock it.
672,scam,unrealistic_price,Luxury condo downtown for $700/month.
673,scam,deposit_request,Send first and last month now to lock it.
674,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
675,scam,no_viewing,"Trust the photos, no tour required."
676,scam,out_of_country_landlord,I moved overseas but the apartment is available.
677,scam,fake_company,We represent the landlord.
678,scam,fake_company,We are certified rental agents.
679,scam,urgency_pressure,"Many people interested, act fast."
680,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
681,scam,wire_transfer,Send money by MoneyGram.
682,scam,wire_transfer,Send money by MoneyGram.
683,scam,personal_info_harvest,Send photo of your driver license.
684,scam,no_viewing,Viewing is not possible at this time.
685,scam,fake_company,We represent the landlord.
686,scam,urgency_pressure,Only serious renters reply.
687,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
688,scam,urgency_pressure,Last chance to secure.
689,scam,broken_english,You send money and get key later.
690,scam,fake_company,Our company handles everything remotely.
691,scam,urgency_pressure,This will be gone today.
692,scam,gift_card_payment,Amazon gift card accepted.
693,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
694,scam,urgency_pressure,Last chance to secure.
695,scam,gift_card_payment,Buy Apple gift cards and send codes.
696,scam,urgency_pressure,Only serious renters reply.
697,scam,deposit_request,Send first and last month now to lock it.
698,scam,no_viewing,"No need to see the place, pictures are enough."
699,scam,unrealistic_price,Luxury condo downtown for $700/month.
700,scam,deposit_request,Send first and last month now to lock it.
701,scam,no_viewing,"Viewing is not necessary, unit is ready."
702,scam,wire_transfer,Crypto payment accepted.
703,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
704,scam,gift_card_payment,Payment via gift cards only.
705,scam,urgency_pressure,First come first serve.
706,scam,out_of_country_landlord,I moved overseas but the apartment is available.
707,scam,gift_card_payment,Send prepaid card numbers.
708,scam,wire_transfer,Send money by MoneyGram.
709,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
710,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
711,scam,no_viewing,Viewing is not possible at this time.
712,scam,no_viewing,Viewing is not possible at this time.
713,scam,broken_english,Apartment very good and cheap.
714,scam,wire_transfer,Wire transfer preferred.
715,scam,personal_info_harvest,Send copy of ID and SIN.
716,scam,no_viewing,Viewing is not possible at this time.
717,scam,out_of_country_landlord,I moved overseas but the apartment is available.
718,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
719,scam,gift_card_payment,Amazon gift card accepted.
720,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
721,scam,urgency_pressure,"Many people interested, act fast."
722,scam,wire_transfer,Send money by MoneyGram.
723,scam,deposit_request,Deposit required before any viewing.
724,scam,gift_card_payment,Payment via gift cards only.
725,scam,gift_card_payment,Steam gift card for deposit.
726,scam,broken_english,You trust me.
727,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
728,scam,no_viewing,"No need to see the place, pictures are enough."
729,scam,broken_english,You send money and get key later.
730,scam,deposit_request,Please send the deposit today to secure the apartment.
731,scam,broken_english,Good chance for you.
732,scam,personal_info_harvest,Send copy of ID and SIN.
733,scam,wire_transfer,Crypto payment accepted.
734,scam,unrealistic_price,Luxury condo downtown for $700/month.
735,scam,personal_info_harvest,Submit personal info now.
736,scam,no_viewing,"No need to see the place, pictures are enough."
737,scam,no_viewing,Viewing is not possible at this time.
738,scam,unrealistic_price,Very low price if you act today.
739,scam,no_viewing,"No need to see the place, pictures are enough."
740,scam,gift_card_payment,Amazon gift card accepted.
741,scam,no_viewing,You can move in without visiting.
742,scam,wire_transfer,Crypto payment accepted.
743,scam,fake_company,Third-party escrow company involved.
744,scam,wire_transfer,Wire transfer preferred.
745,scam,urgency_pressure,This will be gone today.
746,scam,no_viewing,"Trust the photos, no tour required."
747,scam,urgency_pressure,Last chance to secure.
748,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
749,scam,deposit_request,Deposit required before any viewing.
750,scam,gift_card_payment,Send prepaid card numbers.
751,scam,wire_transfer,International transfer accepted.
752,scam,deposit_request,Deposit required before any viewing.
753,scam,unrealistic_price,Cheap rent because I want quick tenant.
